	Gene Name	Gene Id	P‑Value SKATO	P‑Value Burden	P‑Value SKAT	BETA Burden	Burden Set	Chrom : Position	Chrom	Position	burden_FDR	skato_FDR	skat_FDR
0	ZFAT	ENSG00000066827	2.0436037890440798e-18	6.10215685347843e-17	7.43401185159895e-12	0.0017624460367022	missense|LC	8134478341.0	8	134478341.0	8.46186090871854e-13	2.8338653742674253e-14	5.1543721173061314e-08
1	STC2	ENSG00000113739	1.10488819599121e-16	2.87549951627497e-08	2.84168561820117e-17	0.0025406378207767	missense|LC	5173317717.0	5	173317717.0	0.00013976892625714815	1.0214323075873408e-12	3.9405654467595626e-13
2	FBN2	ENSG00000138829	5.54094000049286e-13	0.0179080630616755	7.91562857213266e-14	0.0003599334657615	missense|LC	5128259368.0	5	128259368.0	0.4850049520289598	4.3906408563905425e-09	8.679301516114128e-10
3	SCMH1	ENSG00000010803	6.571909275199989e-13	0.36507136384785	9.38844182171428e-14	0.0002462862937508	missense|LC	1041028094.0	1	41028094.0	0.8781689992261221	4.556633295959913e-09	8.679301516114128e-10
4	NPR2	ENSG00000159899	7.69187329359321e-13	8.7701514939198e-09	5.84327183306144e-08	-0.0024211383265648	missense|LC	9035792317.0	9	35792317.0	4.864627630647434e-05	4.7405869761003135e-09	0.00018006366779791774
5	FGFR3	ENSG00000068078	1.2618062499529798e-11	4.49675293827167e-12	3.33962528093521e-08	-0.001838191824413	missense|LC	4001793905.0	4	1793905.0	4.988517839601059e-08	6.362715370217444e-08	0.00012349489005527618
6	MTMR11	ENSG00000014914	9.107742449110391e-09	0.0001685658835723	2.10792669985693e-08	0.001055718231425	missense|LC	1149923654.0	1	149923654.0	0.07791677024990282	2.6588855693013432e-05	8.994036783666477e-05
7	NPR3	ENSG00000113389	2.64546946571187e-08	3.02377427541245e-08	4.8642634833e-06	0.0018888492790048	missense|LC	5032710545.0	5	32710545.0	0.00013976892625714815	6.987566682100287e-05	0.0051659203313605484
8	RPL5	ENSG00000122406	2.99615955379195e-08	1.6433289531e-06	4.19386212424655e-08	0.001848282400579	missense|LC	1092831978.0	1	92831978.0	0.003505852706559646	7.554135369533267e-05	0.0001368383201810045
9	ZNF646	ENSG00000167395	7.34645975164483e-08	0.010912935248255	2.42169504449663e-08	0.000444622008767	missense|LC	16031076197.0	16	31076197.0	0.4304753777856772	0.00016299737180169415	9.594755766295648e-05
10	NPAS4	ENSG00000174576	8.28268212904604e-08	0.000589002007848	3.62105864182283e-08	-0.0008908655834833	missense|LC	11066421113.0	11	66421113.0	0.14850346986960392	0.00017670146628227915	0.00012553305046539295
11	NOS3	ENSG00000164867	9.16396519778928e-08	1.09182431762278e-07	2.71942670204e-05	-0.0020990020573806	missense|LC	7150993717.0	7	150993717.0	0.0004037420749993358	0.00018826178577443546	0.0153919551335464
12	KLHL15	ENSG00000174010	1.37475175909785e-07	3.2320548267e-06	3.03421197500597e-07	-0.0063795894488797	missense|LC	23023987882.0	X	23987882.0	0.005432594458405927	0.0002723383234772841	0.0006233395178875228
13	PIEZO1	ENSG00000103335	3.43951499615081e-07	1.3239076734e-06	1.4841307858e-06	-0.0004303212310832	missense|LC	16088710342.0	16	88710342.0	0.0030597712845063002	0.000615429089698365	0.0024004865838424803
14	KCNJ8	ENSG00000121361	3.63260338143157e-07	9.41686901773e-05	1.08106018137377e-07	-0.0033665711192819	missense|LC	12021765668.0	12	21765668.0	0.060736615194819495	0.0006170536307794893	0.0002855440292401918
15	CPT1A	ENSG00000110090	5.04514207966267e-07	7.6207837962361e-07	2.4079027731e-06	0.0013701991401665	missense|LC	11068750116.0	11	68750116.0	0.0020129030267124954	0.00079955411678494	0.0032575988053246538
16	ADAMTS6	ENSG00000049192	6.01526667032282e-07	1.82584534380581e-07	0.0025378482319805	-0.0014296417889967	missense|LC	5065151775.0	5	65151775.0	0.0006329749345638792	0.0009268189213040726	0.18353241946739815
17	FNDC3B	ENSG00000075420	7.01017971671547e-07	1.2034590923e-06	1.52870760585e-05	0.0013013192864149	missense|LC	3172112447.0	3	172112447.0	0.002902324736160713	0.0010509206716939829	0.010340774814791197
